latitude,longitude,land_use_type,concealment
34.11717171717172,-118.04646464646464,light_vegetation,0.5
34.11717171717172,-118.04444444444445,open_ground,0.1
34.11717171717172,-118.04242424242425,light_vegetation,0.5
34.11717171717172,-118.04040404040404,open_ground,0.1
34.11717171717172,-118.03838383838384,road,0.1
34.11717171717172,-118.03636363636363,open_ground,0.1
34.11717171717172,-118.03434343434344,open_ground,0.1
34.11717171717172,-118.03232323232324,light_vegetation,0.5
34.11717171717172,-118.03030303030303,light_vegetation,0.5
34.11717171717172,-118.02828282828283,open_ground,0.1
34.11717171717172,-118.02626262626262,open_ground,0.1
34.11717171717172,-118.02424242424243,open_ground,0.1
34.11717171717172,-118.02222222222223,open_ground,0.1
34.11717171717172,-118.02020202020202,open_ground,0.1
34.11717171717172,-118.01818181818182,road,0.1
34.11717171717172,-118.01616161616161,light_vegetation,0.5
34.11717171717172,-118.01414141414142,open_ground,0.1
34.11717171717172,-118.01212121212122,open_ground,0.1
34.11717171717172,-118.01010101010101,light_vegetation,0.5
34.11717171717172,-118.0080808080808,open_ground,0.1
34.11717171717172,-118.0060606060606,open_ground,0.1
34.11717171717172,-118.00404040404041,open_ground,0.1
34.11717171717172,-118.0020202020202,open_ground,0.1
34.11717171717172,-118.0,road,0.1
34.11919191919192,-118.2,road,0.1
34.11919191919192,-118.1979797979798,open_ground,0.1
34.11919191919192,-118.1959595959596,open_ground,0.1
34.11919191919192,-118.1939393939394,light_vegetation,0.5
34.11919191919192,-118.1919191919192,open_ground,0.1
34.11919191919192,-118.18989898989899,open_ground,0.1
34.11919191919192,-118.18787878787879,open_ground,0.1
34.11919191919192,-118.18585858585858,light_vegetation,0.5
34.11919191919192,-118.18383838383839,light_vegetation,0.5
34.11919191919192,-118.18181818181819,open_ground,0.1
34.11919191919192,-118.17979797979798,road,0.1
34.11919191919192,-118.17777777777778,light_vegetation,0.5
34.11919191919192,-118.17575757575757,open_ground,0.1
34.11919191919192,-118.17373737373738,light_vegetation,0.5
34.11919191919192,-118.17171717171718,open_ground,0.1
34.11919191919192,-118.16969696969697,open_ground,0.1
34.11919191919192,-118.16767676767677,open_ground,0.1
34.11919191919192,-118.16565656565656,open_ground,0.1
34.11919191919192,-118.16363636363637,light_vegetation,0.5
34.11919191919192,-118.16161616161617,light_vegetation,0.5
34.11919191919192,-118.15959595959596,road,0.1
34.11919191919192,-118.15757575757576,light_vegetation,0.5
34.11919191919192,-118.15555555555555,light_vegetation,0.5
34.11919191919192,-118.15353535353536,light_vegetation,0.5
34.11919191919192,-118.15151515151516,open_ground,0.1
34.11919191919192,-118.14949494949495,open_ground,0.1
34.11919191919192,-118.14747474747475,light_vegetation,0.5
34.11919191919192,-118.14545454545454,open_ground,0.1
34.11919191919192,-118.14343434343435,open_ground,0.1
34.11919191919192,-118.14141414141415,light_vegetation,0.5
34.11919191919192,-118.13939393939394,road,0.1
34.11919191919192,-118.13737373737374,open_ground,0.1
34.11919191919192,-118.13535353535353,light_vegetation,0.5
34.11919191919192,-118.13333333333334,urban,0.7
34.11919191919192,-118.13131313131314,urban,0.7
34.11919191919192,-118.12929292929293,urban,0.7
34.11919191919192,-118.12727272727273,urban,0.7
34.11919191919192,-118.12525252525252,urban,0.7
34.11919191919192,-118.12323232323233,urban,0.7
34.11919191919192,-118.12121212121212,urban,0.7
34.11919191919192,-118.11919191919192,road,0.1
34.11919191919192,-118.11717171717171,urban,0.7
34.11919191919192,-118.11515151515151,urban,0.7
34.11919191919192,-118.11313131313132,urban,0.7
34.11919191919192,-118.11111111111111,urban,0.7
34.11919191919192,-118.10909090909091,urban,0.7
34.11919191919192,-118.1070707070707,urban,0.7
34.11919191919192,-118.1050505050505,urban,0.7
34.11919191919192,-118.10303030303031,urban,0.7
34.11919191919192,-118.1010101010101,urban,0.7
34.11919191919192,-118.0989898989899,road,0.1
34.11919191919192,-118.0969696969697,urban,0.7
34.11919191919192,-118.0949494949495,urban,0.7
34.11919191919192,-118.0929292929293,urban,0.7
34.11919191919192,-118.0909090909091,urban,0.7
34.11919191919192,-118.08888888888889,urban,0.7
34.11919191919192,-118.08686868686868,urban,0.7
34.11919191919192,-118.0848484848485,urban,0.7
34.11919191919192,-118.08282828282829,urban,0.7
34.11919191919192,-118.08080808080808,urban,0.7
34.11919191919192,-118.07878787878788,road,0.1
34.11919191919192,-118.07676767676767,urban,0.7
34.11919191919192,-118.07474747474748,urban,0.7
34.11919191919192,-118.07272727272728,urban,0.7
34.11919191919192,-118.07070707070707,urban,0.7
34.11919191919192,-118.06868686868687,urban,0.7
34.11919191919192,-118.06666666666666,urban,0.7
34.11919191919192,-118.06464646464647,light_vegetation,0.5
34.11919191919192,-118.06262626262627,light_vegetation,0.5
34.11919191919192,-118.06060606060606,light_vegetation,0.5
34.11919191919192,-118.05858585858586,road,0.1
34.11919191919192,-118.05656565656565,light_vegetation,0.5
34.11919191919192,-118.05454545454546,open_ground,0.1
34.11919191919192,-118.05252525252526,open_ground,0.1
34.11919191919192,-118.05050505050505,light_vegetation,0.5
34.11919191919192,-118.04848484848485,open_ground,0.1
34.11919191919192,-118.04646464646464,open_ground,0.1
34.11919191919192,-118.04444444444445,light_vegetation,0.5
34.11919191919192,-118.04242424242425,light_vegetation,0.5
34.11919191919192,-118.04040404040404,light_vegetation,0.5
34.11919191919192,-118.03838383838384,road,0.1
34.11919191919192,-118.03636363636363,open_ground,0.1
34.11919191919192,-118.03434343434344,open_ground,0.1
34.11919191919192,-118.03232323232324,open_ground,0.1
34.11919191919192,-118.03030303030303,open_ground,0.1
34.11919191919192,-118.02828282828283,open_ground,0.1
34.11919191919192,-118.02626262626262,open_ground,0.1
34.11919191919192,-118.02424242424243,open_ground,0.1
34.11919191919192,-118.02222222222223,open_ground,0.1
34.11919191919192,-118.02020202020202,open_ground,0.1
34.11919191919192,-118.01818181818182,road,0.1
34.11919191919192,-118.01616161616161,open_ground,0.1
34.11919191919192,-118.01414141414142,open_ground,0.1
34.11919191919192,-118.01212121212122,light_vegetation,0.5
34.11919191919192,-118.01010101010101,open_ground,0.1
34.11919191919192,-118.0080808080808,open_ground,0.1
34.11919191919192,-118.0060606060606,open_ground,0.1
34.11919191919192,-118.00404040404041,open_ground,0.1
34.11919191919192,-118.0020202020202,open_ground,0.1
34.11919191919192,-118.0,road,0.1
34.121212121212125,-118.2,road,0.1
34.121212121212125,-118.1979797979798,road,0.1
34.121212121212125,-118.1959595959596,road,0.1
34.121212121212125,-118.1939393939394,road,0.1
34.121212121212125,-118.1919191919192,road,0.1
34.121212121212125,-118.18989898989899,road,0.1
34.121212121212125,-118.18787878787879,road,0.1
34.121212121212125,-118.18585858585858,road,0.1
34.121212121212125,-118.18383838383839,road,0.1
34.121212121212125,-118.18181818181819,road,0.1
34.121212121212125,-118.17979797979798,road,0.1
34.121212121212125,-118.17777777777778,road,0.1
34.121212121212125,-118.17575757575757,road,0.1
34.121212121212125,-118.17373737373738,road,0.1
34.121212121212125,-118.17171717171718,road,0.1
34.121212121212125,-118.16969696969697,road,0.1
34.121212121212125,-118.16767676767677,road,0.1
34.121212121212125,-118.16565656565656,road,0.1
34.121212121212125,-118.16363636363637,road,0.1
34.121212121212125,-118.16161616161617,road,0.1
34.121212121212125,-118.15959595959596,road,0.1
34.121212121212125,-118.15757575757576,road,0.1
34.121212121212125,-118.15555555555555,road,0.1
34.121212121212125,-118.15353535353536,road,0.1
34.121212121212125,-118.15151515151516,road,0.1
34.121212121212125,-118.14949494949495,road,0.1
34.121212121212125,-118.14747474747475,road,0.1
34.121212121212125,-118.14545454545454,road,0.1
34.121212121212125,-118.14343434343435,road,0.1
34.121212121212125,-118.14141414141415,road,0.1
34.121212121212125,-118.13939393939394,road,0.1
34.121212121212125,-118.13737373737374,road,0.1
34.121212121212125,-118.13535353535353,road,0.1
34.121212121212125,-118.13333333333334,road,0.1
34.121212121212125,-118.13131313131314,road,0.1
34.121212121212125,-118.12929292929293,road,0.1
34.121212121212125,-118.12727272727273,road,0.1
34.121212121212125,-118.12525252525252,road,0.1
34.121212121212125,-118.12323232323233,road,0.1
34.121212121212125,-118.12121212121212,road,0.1
34.121212121212125,-118.11919191919192,road,0.1
34.121212121212125,-118.11717171717171,road,0.1
34.121212121212125,-118.11515151515151,road,0.1
34.121212121212125,-118.11313131313132,road,0.1
34.121212121212125,-118.11111111111111,road,0.1
34.121212121212125,-118.10909090909091,road,0.1
34.121212121212125,-118.1070707070707,road,0.1
34.121212121212125,-118.1050505050505,road,0.1
34.121212121212125,-118.10303030303031,road,0.1
34.121212121212125,-118.1010101010101,road,0.1
34.121212121212125,-118.0989898989899,road,0.1
34.121212121212125,-118.0969696969697,road,0.1
34.121212121212125,-118.0949494949495,road,0.1
34.121212121212125,-118.0929292929293,road,0.1
34.121212121212125,-118.0909090909091,road,0.1
34.121212121212125,-118.08888888888889,road,0.1
34.121212121212125,-118.08686868686868,road,0.1
34.121212121212125,-118.0848484848485,road,0.1
34.121212121212125,-118.08282828282829,road,0.1
34.121212121212125,-118.08080808080808,road,0.1
34.121212121212125,-118.07878787878788,road,0.1
34.121212121212125,-118.07676767676767,road,0.1
34.121212121212125,-118.07474747474748,road,0.1
34.121212121212125,-118.07272727272728,road,0.1
34.121212121212125,-118.07070707070707,road,0.1
34.121212121212125,-118.06868686868687,road,0.1
34.121212121212125,-118.06666666666666,road,0.1
34.121212121212125,-118.06464646464647,road,0.1
34.121212121212125,-118.06262626262627,road,0.1
34.121212121212125,-118.06060606060606,road,0.1
34.121212121212125,-118.05858585858586,road,0.1
34.121212121212125,-118.05656565656565,road,0.1
34.121212121212125,-118.05454545454546,road,0.1
34.121212121212125,-118.05252525252526,road,0.1
34.121212121212125,-118.05050505050505,road,0.1
34.121212121212125,-118.04848484848485,road,0.1
34.121212121212125,-118.04646464646464,road,0.1
34.121212121212125,-118.04444444444445,road,0.1
34.121212121212125,-118.04242424242425,road,0.1
34.121212121212125,-118.04040404040404,road,0.1
34.121212121212125,-118.03838383838384,road,0.1
34.121212121212125,-118.03636363636363,road,0.1
34.121212121212125,-118.03434343434344,road,0.1
34.121212121212125,-118.03232323232324,road,0.1
34.121212121212125,-118.03030303030303,road,0.1
34.121212121212125,-118.02828282828283,road,0.1
34.121212121212125,-118.02626262626262,road,0.1
34.121212121212125,-118.02424242424243,road,0.1
34.121212121212125,-118.02222222222223,road,0.1
34.121212121212125,-118.02020202020202,road,0.1
34.121212121212125,-118.01818181818182,road,0.1
34.121212121212125,-118.01616161616161,road,0.1
34.121212121212125,-118.01414141414142,road,0.1
34.121212121212125,-118.01212121212122,road,0.1
34.121212121212125,-118.01010101010101,road,0.1
34.121212121212125,-118.0080808080808,road,0.1
34.121212121212125,-118.0060606060606,road,0.1
34.121212121212125,-118.00404040404041,road,0.1
34.121212121212125,-118.0020202020202,road,0.1
34.121212121212125,-118.0,road,0.1
34.12323232323232,-118.2,road,0.1
34.12323232323232,-118.1979797979798,open_ground,0.1
34.12323232323232,-118.1959595959596,open_ground,0.1
34.12323232323232,-118.1939393939394,forest,0.9
34.12323232323232,-118.1919191919192,forest,0.9
34.12323232323232,-118.18989898989899,forest,0.9
34.12323232323232,-118.18787878787879,forest,0.9
34.12323232323232,-118.18585858585858,forest,0.9
34.12323232323232,-118.18383838383839,open_ground,0.1
34.12323232323232,-118.18181818181819,light_vegetation,0.5
34.12323232323232,-118.17979797979798,road,0.1
34.12323232323232,-118.17777777777778,open_ground,0.1
34.12323232323232,-118.17575757575757,open_ground,0.1
34.12323232323232,-118.17373737373738,open_ground,0.1
34.12323232323232,-118.17171717171718,open_ground,0.1
34.12323232323232,-118.16969696969697,open_ground,0.1
34.12323232323232,-118.16767676767677,open_ground,0.1
34.12323232323232,-118.16565656565656,light_vegetation,0.5
34.12323232323232,-118.16363636363637,open_ground,0.1
34.12323232323232,-118.16161616161617,open_ground,0.1
34.12323232323232,-118.15959595959596,road,0.1
34.12323232323232,-118.15757575757576,water,0.1
34.12323232323232,-118.15555555555555,water,0.1
34.12323232323232,-118.15353535353536,water,0.1
34.12323232323232,-118.15151515151516,forest,0.9
34.12323232323232,-118.14949494949495,forest,0.9
34.12323232323232,-118.14747474747475,forest,0.9
34.12323232323232,-118.14545454545454,forest,0.9
34.12323232323232,-118.14343434343435,forest,0.9
34.12323232323232,-118.14141414141415,open_ground,0.1
34.12323232323232,-118.13939393939394,road,0.1
34.12323232323232,-118.13737373737374,light_vegetation,0.5
34.12323232323232,-118.13535353535353,open_ground,0.1
34.12323232323232,-118.13333333333334,open_ground,0.1
34.12323232323232,-118.13131313131314,urban,0.7
34.12323232323232,-118.12929292929293,urban,0.7
34.12323232323232,-118.12727272727273,urban,0.7
34.12323232323232,-118.12525252525252,urban,0.7
34.12323232323232,-118.12323232323233,urban,0.7
34.12323232323232,-118.12121212121212,urban,0.7
34.12323232323232,-118.11919191919192,road,0.1
34.12323232323232,-118.11717171717171,urban,0.7
34.12323232323232,-118.11515151515151,urban,0.7
34.12323232323232,-118.11313131313132,urban,0.7
34.12323232323232,-118.11111111111111,urban,0.7
34.12323232323232,-118.10909090909091,urban,0.7
34.12323232323232,-118.1070707070707,urban,0.7
34.12323232323232,-118.1050505050505,urban,0.7
34.12323232323232,-118.10303030303031,urban,0.7
34.12323232323232,-118.1010101010101,urban,0.7
34.12323232323232,-118.0989898989899,road,0.1
34.12323232323232,-118.0969696969697,urban,0.7
34.12323232323232,-118.0949494949495,urban,0.7
34.12323232323232,-118.0929292929293,urban,0.7
34.12323232323232,-118.0909090909091,urban,0.7
34.12323232323232,-118.08888888888889,urban,0.7
34.12323232323232,-118.08686868686868,urban,0.7
34.12323232323232,-118.0848484848485,urban,0.7
34.12323232323232,-118.08282828282829,urban,0.7
34.12323232323232,-118.08080808080808,urban,0.7
34.12323232323232,-118.07878787878788,road,0.1
34.12323232323232,-118.07676767676767,urban,0.7
34.12323232323232,-118.07474747474748,urban,0.7
34.12323232323232,-118.07272727272728,urban,0.7
34.12323232323232,-118.07070707070707,urban,0.7
34.12323232323232,-118.06868686868687,urban,0.7
34.12323232323232,-118.06666666666666,forest,0.9
34.12323232323232,-118.06464646464647,forest,0.9
34.12323232323232,-118.06262626262627,forest,0.9
34.12323232323232,-118.06060606060606,forest,0.9
34.12323232323232,-118.05858585858586,road,0.1
34.12323232323232,-118.05656565656565,open_ground,0.1
34.12323232323232,-118.05454545454546,open_ground,0.1
34.12323232323232,-118.05252525252526,open_ground,0.1
34.12323232323232,-118.05050505050505,open_ground,0.1
34.12323232323232,-118.04848484848485,open_ground,0.1
34.12323232323232,-118.04646464646464,light_vegetation,0.5
34.12323232323232,-118.04444444444445,open_ground,0.1
34.12323232323232,-118.04242424242425,open_ground,0.1
34.12323232323232,-118.04040404040404,open_ground,0.1
34.12323232323232,-118.03838383838384,road,0.1
34.12323232323232,-118.03636363636363,light_vegetation,0.5
34.12323232323232,-118.03434343434344,light_vegetation,0.5
34.12323232323232,-118.03232323232324,water,0.1
34.12323232323232,-118.03030303030303,water,0.1
34.12323232323232,-118.02828282828283,water,0.1
34.12323232323232,-118.02626262626262,forest,0.9
34.12323232323232,-118.02424242424243,forest,0.9
34.12323232323232,-118.02222222222223,forest,0.9
34.12323232323232,-118.02020202020202,forest,0.9
34.12323232323232,-118.01818181818182,road,0.1
34.12323232323232,-118.01616161616161,light_vegetation,0.5
34.12323232323232,-118.01414141414142,light_vegetation,0.5
34.12323232323232,-118.01212121212122,light_vegetation,0.5
34.12323232323232,-118.01010101010101,open_ground,0.1
34.12323232323232,-118.0080808080808,open_ground,0.1
34.12323232323232,-118.0060606060606,open_ground,0.1
34.12323232323232,-118.00404040404041,open_ground,0.1
34.12323232323232,-118.0020202020202,open_ground,0.1
34.12323232323232,-118.0,road,0.1
34.12525252525253,-118.2,road,0.1
34.12525252525253,-118.1979797979798,open_ground,0.1
34.12525252525253,-118.1959595959596,open_ground,0.1
34.12525252525253,-118.1939393939394,forest,0.9
34.12525252525253,-118.1919191919192,forest,0.9
34.12525252525253,-118.18989898989899,forest,0.9
34.12525252525253,-118.18787878787879,forest,0.9
34.12525252525253,-118.18585858585858,forest,0.9
34.12525252525253,-118.18383838383839,light_vegetation,0.5
34.12525252525253,-118.18181818181819,light_vegetation,0.5
34.12525252525253,-118.17979797979798,road,0.1
34.12525252525253,-118.17777777777778,light_vegetation,0.5
34.12525252525253,-118.17575757575757,open_ground,0.1
34.12525252525253,-118.17373737373738,open_ground,0.1
34.12525252525253,-118.17171717171718,open_ground,0.1
34.12525252525253,-118.16969696969697,open_ground,0.1
34.12525252525253,-118.16767676767677,open_ground,0.1
34.12525252525253,-118.16565656565656,light_vegetation,0.5
34.12525252525253,-118.16363636363637,open_ground,0.1
34.12525252525253,-118.16161616161617,open_ground,0.1
34.12525252525253,-118.15959595959596,road,0.1
34.12525252525253,-118.15757575757576,water,0.1
34.12525252525253,-118.15555555555555,water,0.1
34.12525252525253,-118.15353535353536,water,0.1
34.12525252525253,-118.15151515151516,forest,0.9
34.12525252525253,-118.14949494949495,forest,0.9
34.12525252525253,-118.14747474747475,forest,0.9
34.12525252525253,-118.14545454545454,forest,0.9
34.12525252525253,-118.14343434343435,forest,0.9
34.12525252525253,-118.14141414141415,open_ground,0.1
34.12525252525253,-118.13939393939394,road,0.1
34.12525252525253,-118.13737373737374,open_ground,0.1
34.12525252525253,-118.13535353535353,open_ground,0.1
34.12525252525253,-118.13333333333334,open_ground,0.1
34.12525252525253,-118.13131313131314,light_vegetation,0.5
34.12525252525253,-118.12929292929293,urban,0.7
34.12525252525253,-118.12727272727273,urban,0.7
34.12525252525253,-118.12525252525252,urban,0.7
34.12525252525253,-118.12323232323233,urban,0.7
34.12525252525253,-118.12121212121212,urban,0.7
34.12525252525253,-118.11919191919192,road,0.1
34.12525252525253,-118.11717171717171,urban,0.7
34.12525252525253,-118.11515151515151,urban,0.7
34.12525252525253,-118.11313131313132,urban,0.7
34.12525252525253,-118.11111111111111,urban,0.7
34.12525252525253,-118.10909090909091,urban,0.7
34.12525252525253,-118.1070707070707,urban,0.7
34.12525252525253,-118.1050505050505,urban,0.7
34.12525252525253,-118.10303030303031,urban,0.7
34.12525252525253,-118.1010101010101,urban,0.7
34.12525252525253,-118.0989898989899,road,0.1
34.12525252525253,-118.0969696969697,urban,0.7
34.12525252525253,-118.0949494949495,urban,0.7
34.12525252525253,-118.0929292929293,urban,0.7
34.12525252525253,-118.0909090909091,urban,0.7
34.12525252525253,-118.08888888888889,urban,0.7
34.12525252525253,-118.08686868686868,urban,0.7
34.12525252525253,-118.0848484848485,urban,0.7
34.12525252525253,-118.08282828282829,urban,0.7
34.12525252525253,-118.08080808080808,urban,0.7
34.12525252525253,-118.07878787878788,road,0.1
34.12525252525253,-118.07676767676767,urban,0.7
34.12525252525253,-118.07474747474748,urban,0.7
34.12525252525253,-118.07272727272728,urban,0.7
34.12525252525253,-118.07070707070707,urban,0.7
34.12525252525253,-118.06868686868687,forest,0.9
34.12525252525253,-118.06666666666666,forest,0.9
34.12525252525253,-118.06464646464647,forest,0.9
34.12525252525253,-118.06262626262627,forest,0.9
34.12525252525253,-118.06060606060606,forest,0.9
34.12525252525253,-118.05858585858586,road,0.1
34.12525252525253,-118.05656565656565,open_ground,0.1
34.12525252525253,-118.05454545454546,open_ground,0.1
34.12525252525253,-118.05252525252526,light_vegetation,0.5
34.12525252525253,-118.05050505050505,light_vegetation,0.5
34.12525252525253,-118.04848484848485,open_ground,0.1
34.12525252525253,-118.04646464646464,open_ground,0.1
34.12525252525253,-118.04444444444445,open_ground,0.1
34.12525252525253,-118.04242424242425,open_ground,0.1
34.12525252525253,-118.04040404040404,open_ground,0.1
34.12525252525253,-118.03838383838384,road,0.1
34.12525252525253,-118.03636363636363,open_ground,0.1
34.12525252525253,-118.03434343434344,open_ground,0.1
34.12525252525253,-118.03232323232324,water,0.1
34.12525252525253,-118.03030303030303,water,0.1
34.12525252525253,-118.02828282828283,water,0.1
34.12525252525253,-118.02626262626262,forest,0.9
34.12525252525253,-118.02424242424243,forest,0.9
34.12525252525253,-118.02222222222223,forest,0.9
34.12525252525253,-118.02020202020202,forest,0.9
34.12525252525253,-118.01818181818182,road,0.1
34.12525252525253,-118.01616161616161,open_ground,0.1
34.12525252525253,-118.01414141414142,light_vegetation,0.5
34.12525252525253,-118.01212121212122,open_ground,0.1
34.12525252525253,-118.01010101010101,open_ground,0.1
34.12525252525253,-118.0080808080808,open_ground,0.1
34.12525252525253,-118.0060606060606,light_vegetation,0.5
34.12525252525253,-118.00404040404041,open_ground,0.1
34.12525252525253,-118.0020202020202,open_ground,0.1
34.12525252525253,-118.0,road,0.1
34.12727272727273,-118.2,road,0.1
34.12727272727273,-118.1979797979798,open_ground,0.1
34.12727272727273,-118.1959595959596,open_ground,0.1
34.12727272727273,-118.1939393939394,forest,0.9
34.12727272727273,-118.1919191919192,forest,0.9
34.12727272727273,-118.18989898989899,forest,0.9
34.12727272727273,-118.18787878787879,forest,0.9
34.12727272727273,-118.18585858585858,forest,0.9
34.12727272727273,-118.18383838383839,light_vegetation,0.5
34.12727272727273,-118.18181818181819,light_vegetation,0.5
34.12727272727273,-118.17979797979798,road,0.1
34.12727272727273,-118.17777777777778,open_ground,0.1
34.12727272727273,-118.17575757575757,open_ground,0.1
34.12727272727273,-118.17373737373738,open_ground,0.1
34.12727272727273,-118.17171717171718,light_vegetation,0.5
34.12727272727273,-118.16969696969697,open_ground,0.1
34.12727272727273,-118.16767676767677,light_vegetation,0.5
34.12727272727273,-118.16565656565656,light_vegetation,0.5
34.12727272727273,-118.16363636363637,open_ground,0.1
34.12727272727273,-118.16161616161617,light_vegetation,0.5
34.12727272727273,-118.15959595959596,road,0.1
34.12727272727273,-118.15757575757576,water,0.1
34.12727272727273,-118.15555555555555,water,0.1
34.12727272727273,-118.15353535353536,water,0.1
34.12727272727273,-118.15151515151516,forest,0.9
34.12727272727273,-118.14949494949495,forest,0.9
34.12727272727273,-118.14747474747475,forest,0.9
34.12727272727273,-118.14545454545454,forest,0.9
34.12727272727273,-118.14343434343435,forest,0.9
34.12727272727273,-118.14141414141415,open_ground,0.1
34.12727272727273,-118.13939393939394,road,0.1
34.12727272727273,-118.13737373737374,open_ground,0.1
34.12727272727273,-118.13535353535353,open_ground,0.1
34.12727272727273,-118.13333333333334,open_ground,0.1
34.12727272727273,-118.13131313131314,open_ground,0.1
34.12727272727273,-118.12929292929293,open_ground,0.1
34.12727272727273,-118.12727272727273,urban,0.7
34.12727272727273,-118.12525252525252,urban,0.7
34.12727272727273,-118.12323232323233,urban,0.7
34.12727272727273,-118.12121212121212,urban,0.7
34.12727272727273,-118.11919191919192,road,0.1
34.12727272727273,-118.11717171717171,urban,0.7
34.12727272727273,-118.11515151515151,urban,0.7
34.12727272727273,-118.11313131313132,urban,0.7
34.12727272727273,-118.11111111111111,urban,0.7
34.12727272727273,-118.10909090909091,urban,0.7
34.12727272727273,-118.1070707070707,urban,0.7
34.12727272727273,-118.1050505050505,urban,0.7
34.12727272727273,-118.10303030303031,urban,0.7
34.12727272727273,-118.1010101010101,urban,0.7
34.12727272727273,-118.0989898989899,road,0.1
34.12727272727273,-118.0969696969697,urban,0.7
34.12727272727273,-118.0949494949495,urban,0.7
34.12727272727273,-118.0929292929293,urban,0.7
34.12727272727273,-118.0909090909091,urban,0.7
34.12727272727273,-118.08888888888889,urban,0.7
34.12727272727273,-118.08686868686868,urban,0.7
34.12727272727273,-118.0848484848485,urban,0.7
34.12727272727273,-118.08282828282829,urban,0.7
34.12727272727273,-118.08080808080808,urban,0.7
34.12727272727273,-118.07878787878788,road,0.1
34.12727272727273,-118.07676767676767,urban,0.7
34.12727272727273,-118.07474747474748,urban,0.7
34.12727272727273,-118.07272727272728,urban,0.7
34.12727272727273,-118.07070707070707,light_vegetation,0.5
34.12727272727273,-118.06868686868687,forest,0.9
34.12727272727273,-118.06666666666666,forest,0.9
34.12727272727273,-118.06464646464647,forest,0.9
34.12727272727273,-118.06262626262627,forest,0.9
34.12727272727273,-118.06060606060606,forest,0.9
34.12727272727273,-118.05858585858586,road,0.1
34.12727272727273,-118.05656565656565,open_ground,0.1
34.12727272727273,-118.05454545454546,open_ground,0.1
34.12727272727273,-118.05252525252526,light_vegetation,0.5
34.12727272727273,-118.05050505050505,open_ground,0.1
34.12727272727273,-118.04848484848485,light_vegetation,0.5
34.12727272727273,-118.04646464646464,open_ground,0.1
34.12727272727273,-118.04444444444445,open_ground,0.1
34.12727272727273,-118.04242424242425,light_vegetation,0.5
34.12727272727273,-118.04040404040404,open_ground,0.1
34.12727272727273,-118.03838383838384,road,0.1
34.12727272727273,-118.03636363636363,open_ground,0.1
34.12727272727273,-118.03434343434344,open_ground,0.1
34.12727272727273,-118.03232323232324,water,0.1
34.12727272727273,-118.03030303030303,water,0.1
34.12727272727273,-118.02828282828283,water,0.1
34.12727272727273,-118.02626262626262,forest,0.9
34.12727272727273,-118.02424242424243,forest,0.9
34.12727272727273,-118.02222222222223,forest,0.9
34.12727272727273,-118.02020202020202,forest,0.9
34.12727272727273,-118.01818181818182,road,0.1
34.12727272727273,-118.01616161616161,open_ground,0.1
34.12727272727273,-118.01414141414142,light_vegetation,0.5
34.12727272727273,-118.01212121212122,light_vegetation,0.5
34.12727272727273,-118.01010101010101,open_ground,0.1
34.12727272727273,-118.0080808080808,light_vegetation,0.5
34.12727272727273,-118.0060606060606,open_ground,0.1
34.12727272727273,-118.00404040404041,open_ground,0.1
34.12727272727273,-118.0020202020202,open_ground,0.1
34.12727272727273,-118.0,road,0.1
34.12929292929293,-118.2,road,0.1
34.12929292929293,-118.1979797979798,open_ground,0.1
34.12929292929293,-118.1959595959596,open_ground,0.1
34.12929292929293,-118.1939393939394,light_vegetation,0.5
34.12929292929293,-118.1919191919192,forest,0.9
34.12929292929293,-118.18989898989899,forest,0.9
34.12929292929293,-118.18787878787879,forest,0.9
34.12929292929293,-118.18585858585858,forest,0.9
34.12929292929293,-118.18383838383839,light_vegetation,0.5
34.12929292929293,-118.18181818181819,open_ground,0.1
34.12929292929293,-118.17979797979798,road,0.1
34.12929292929293,-118.17777777777778,open_ground,0.1
34.12929292929293,-118.17575757575757,open_ground,0.1
34.12929292929293,-118.17373737373738,light_vegetation,0.5
34.12929292929293,-118.17171717171718,open_ground,0.1
34.12929292929293,-118.16969696969697,open_ground,0.1
34.12929292929293,-118.16767676767677,light_vegetation,0.5
34.12929292929293,-118.16565656565656,light_vegetation,0.5
34.12929292929293,-118.16363636363637,open_ground,0.1
34.12929292929293,-118.16161616161617,open_ground,0.1
34.12929292929293,-118.15959595959596,road,0.1
34.12929292929293,-118.15757575757576,water,0.1
34.12929292929293,-118.15555555555555,water,0.1
34.12929292929293,-118.15353535353536,water,0.1
34.12929292929293,-118.15151515151516,forest,0.9
34.12929292929293,-118.14949494949495,forest,0.9
34.12929292929293,-118.14747474747475,forest,0.9
34.12929292929293,-118.14545454545454,forest,0.9
34.12929292929293,-118.14343434343435,open_ground,0.1
34.12929292929293,-118.14141414141415,light_vegetation,0.5
34.12929292929293,-118.13939393939394,road,0.1
34.12929292929293,-118.13737373737374,open_ground,0.1
34.12929292929293,-118.13535353535353,open_ground,0.1
34.12929292929293,-118.13333333333334,open_ground,0.1
34.12929292929293,-118.13131313131314,open_ground,0.1
34.12929292929293,-118.12929292929293,light_vegetation,0.5
34.12929292929293,-118.12727272727273,open_ground,0.1
34.12929292929293,-118.12525252525252,urban,0.7
34.12929292929293,-118.12323232323233,urban,0.7
34.12929292929293,-118.12121212121212,urban,0.7
34.12929292929293,-118.11919191919192,road,0.1
34.12929292929293,-118.11717171717171,urban,0.7
34.12929292929293,-118.11515151515151,urban,0.7
34.12929292929293,-118.11313131313132,urban,0.7
